key,program_type,catalog_url,duration,difficulty,title,summary,skills
cd13651,PaidCourse,https://www.udacity.com/course/reinforcement-learning--cd13651,a month,Advanced,Reinforcement Learning,"In this course, learners will explore how to design, backtest, and optimize a working reinforcement-based ML trading strategy.  This course will introduce popular techniques and indicators used in reinforcement learning-based trading, such as Q-learning, PCA, use of market indicators, assessment of market context, and assessment of the strategy outcomes. This course is designed for hobby traders with a background in data science. By the end of this course, you will be able to build, train, backtest, and optimize a reinforcement learning trading strategy with Python.","['Automated plan optimization', 'Deep reinforcement learning', 'Financial analysis with AI', 'Quant workflow']"
cd13650,PaidCourse,https://www.udacity.com/course/momentum-based-trading--cd13650,19 days,Advanced,Momentum-Based Trading,"In this course, learners will explore how to design, backtest, and optimize a working momentum-based ML trading strategy. ","['Automated plan optimization', 'Backtesting', 'Feature engineering', 'Financial analysis with AI', 'Quant workflow', 'Unsupervised machine learning']"
cd13649,PaidCourse,https://www.udacity.com/course/preparing-for-data-analysis--cd13649,23 days,Intermediate,Preparing for Data Analysis,"Preprocessing is a critical concept in any successful ML model. In this course, you will learn the basics of data engineering, data selection, and exploratory data analysis.","['Data cleaning', 'Data pre-processing', 'Exploratory data analysis']"
cd13641,PaidCourse,https://www.udacity.com/course/evaluating-returns-and-backtesting--cd13641,17 days,Intermediate,Evaluating Returns and Backtesting,"This course will advance learners' abilities to construct and backtest strategies. The curriculum emphasizes a deep understanding of key performance metrics—such as annualized returns, volatility, and various risk-adjusted ratios—to critically evaluate the effectiveness of trading strategies. Additionally, learners will enhance their skills in visualizing strategy performance through advanced graphical representations. By mastering the implementation and rigorous evaluation of trading models, students will be well-equipped to optimize strategies and ensure robust performance in the  world of capital markets.","['Backtesting', 'Finance metrics', 'Financial analysis with AI']"
cd13639,PaidCourse,https://www.udacity.com/course/building-a-workflow-for-ai--cd13639,17 days,Intermediate,Building a Workflow for AI,This course introduces learners to the concepts of AI-based trading models. Learners will discover the basic building blocks used to create an AI-based trading model and key Machine Learning techniques they need to be aware of.,"['Basic supervised machine learning', 'Basic unsupervised learning', 'Reinforcement learning fundamentals', 'Trading signals']"
cd13582,PaidCourse,https://www.udacity.com/course/generative-ai-products--cd13582,7 days,Intermediate,Generative AI Products,"This course is for product managers who are building products that contain GenAI features. It starts with teaching some underlying principles about LLMs and conversational AI, then looks at specific ways GenAI can be used in different product features, and what metrics can be used to measure the performance of GenAI features (including information retrieval accuracy and fairness/bias metrics). The course concludes with a project in which you’ll draft a proposal for a GenAI-powered product.
","['Conversational AI', 'Data limitations and biases', 'GenAI Strategy', 'Model bias analysis', 'Model bias mitigation', 'Model performance metrics', 'NLP business context', 'NLP proficiency']"
cd13581,PaidCourse,https://www.udacity.com/course/bespoke-datasets-for-multimodal-AI-products--cd13581,7 days,Intermediate,Bespoke Datasets for Multimodal AI Products,"This course is for product managers who want to build AI products that include multimodal data such as text, video, and audio. Leveraging existing data for AI applications is a great way to get started, but bespoke datasets can offer improved accuracy, domain specificity, and, ultimately, a competitive advantage. The course starts with an overview of supervised machine learning techniques, computer vision—the technology that allows computers to ""see""—and how computer vision and supervised ML can be combined. Then, you'll learn more about how to create bespoke datasets for computer vision and other applications, and conclude with a walkthrough of the key stakeholders involved in AI product development. In the project, you'll develop a roadmap for an AI-powered video creation app.","['Computer vision business context', 'Dataset annotation', 'Model performance metrics', 'Product roadmaps', 'Rice framework', 'Stakeholder management']"
cd13580,PaidCourse,https://www.udacity.com/course/leveraging-data-with-AI--cd13580,8 days,Intermediate,Leveraging Data with AI,"This course is for product managers who want to build AI products. It does not require any prior familiarity with AI. You'll start by learning how AI can be applied, the different types of AI, data needs for AI, and the AI product lifecycle. Then, you'll dive deeper into two types of AI that can leverage existing datasets: personalization and forecasting. You'll learn some technical details about how these models work and how to evaluate them, and practice what you've learned with hands-on exercises. Finally, you'll pull this all together into a project where you'll develop a PRD for an AI-enabled gift recommendation system in an e-commerce setting.","['AI business context', 'AI fluency', 'Machine learning use cases', 'Model performance metrics', 'Recommendation engine business context', 'Recommendation engine fluency', 'Types of ML applications']"
cd13568,PaidCourse,https://www.udacity.com/course/beginner-python-pcep-certification-prep--cd13568 ,28 days,Beginner,Beginner Python PCEP™ Certification Prep,"Explore the world of Python and prepare to take the PCEP exam. Through these lessons, you will gain an understanding of syntax, data types, operators, control flow, functions, modules, input/output operations, string manipulation, object-oriented programming, list comprehensions, generators, iterators, regular expressions, and functional programming.",['Intermediate Python']
cd13536,PaidCourse,https://www.udacity.com/course/data-preparation-with-alteryx--cd13536,15 days,Beginner,Data Preparation with Alteryx,"The course 'Data Preparation with Alteryx' covers essential topics for effective data preparation and analysis. Starting with understanding data and identifying common issues, students will learn data transformation and blending techniques using Alteryx. The course culminates in a practical lesson on analyzing weather events for insurance decision-making, demonstrating real-world applications of the skills learned.","['Alteryx', 'Data cleaning', 'Data pre-processing', 'Data preparation', 'Data wrangling fundamentals']"
cd13463,PaidCourse,https://www.udacity.com/course/discovering-quantum-computing--cd13463,an hour,Discovery,Discovering Quantum Computing,"Have you ever wondered how computers might crack some of our toughest challenges? Get ready to explore the fascinating world of Quantum Computing! This revolutionary technology is set to completely change how we tackle complex problems. Through real-world examples and simple illustrations, you'll gain a clear understanding of the key ideas behind Quantum Computers, along with the exciting possibilities and real risks of this cutting-edge field.",['Quantum Computing Awareness']
